14, 12, 8, 1, 13, 2, 28, 27, 12, 12, 10, 23, 10, -1, 3, -1, 27, 21, 12, 16, 9, 24, 27, 18, 24, 17, 17, 11, 6, 12, 17, 28, 20, 22, 19, 26, 21, 18, 21, 0, -1, 27, 3, 22, 1, 1, 4, 20, 20, 10
7, 4, 1, 1, 26, 18, 19, 20, 19, 28, 27, -1, 25, 0, 0, 19, 9, 11, 5, 16, 28, 3, 27, 11, 20, 27, 9, 27, 17, 14, 3, 16, 4, 22, 12, 2, 23, 28, 22, 21, 6, 20, 28, 28, 22, 9, 26, 27, 22, 13
12, 18, 6, 13, 9, 16, 2, 14, 27, 21, 1, 12, 3, 28, 10, 15, 3, 11, 8, 19, 23, 23, 22, 1, 18, 9, 26, 18, 4, 14, 12, 10, 1, 14, 6, 6, 7, 23, 26, 15, -1, 2, 26, 8, 8, 24, 8, 10, 4, 20
16, 24, 21, 3, 3, 20, 0, 24, 7, 9, 27, 7, 23, 22, 11, 8, 18, 19, 4, 20, 4, 1, 15, 7, 15, 28, 15, 9, 26, 19, 17, 15, 1, 3, 6, 1, 9, 5, 0, 12, 0, 9, 18, 19, 22, 15, 10, 20, 26, 6
18, 14, 17, 13, 18, 10, 25, 1, 11, 3, 16, 8, 5, 3, 0, 24, 28, 6, 2, 14, 20, 12, 11, 7, 5, 11, 25, 4, 23, 5, 7, 0, 25, 19, 0, 25, 23, 25, 17, 25, 28, 15, 1, 25, 5, 2, 28, 14, 18, 14
15, 9, -1, 3, 12, 7, 10, 26, 26, 6, 8, 22, -1, 20, -1, 22, 5, 15, 8, 9, 24, 27, 15, 3, 13, 27, 3, 27, 5, 17, 2, 3, 9, -1, 14, 21, 2, 4, 22, 0, 16, 13, 25, 8, 8, 3, 8, 8, 25, -1
27, 12, 24, 10, -1, 17, 15, 6, 21, 26, 1, 20, 17, 14, 22, 9, 11, 2, 7, 24, 4, 3, 23, 17, 4, 10, 22, 0, 0, 2, 28, 23, 1, 18, 0, 23, 2, 24, 10, 1, 17, 8, 23, 13, 13, 14, 14, 7, 15, 7
-1, 3, 8, 5, 15, 25, 4, 0, 5, 3, 25, 15, 16, 14, 6, 25, 13, 26, 5, 10, 9, 20, 16, 20, 24, 19, 22, 4, 14, 0, 16, 5, 27, 19, 3, 18, 22, 8, 1, 20, 17, 10, 15, 3, 21, 7, 26, 12, 0, 9
26, 3, 23, 25, 14, 9, 14, 24, 26, 25, 3, 28, 8, 4, 19, 23, 11, 18, 1, 9, 4, 1, 11, 17, 6, 21, 2, 13, 7, 10, 24, 24, 27, 4, 23, 26, 6, 19, 26, 14, 0, 11, 27, 6, 28, 11, 3, 16, 18, 8
19, 21, 2, 12, 6, 4, 19, 21, 27, 25, 24, 8, 25, 8, 12, 22, 13, 3, 19, 19, 28, 27, -1, 9, 12, 15, 23, 19, 7, 3, 22, 14, 25, 12, 20, 11, 21, 3, 9, 3, 22, 22, 13, 12, 24, 1, 9, 19, 18, 27
22, 12, 24, 21, 24, 11, -1, 18, 17, 13, 17, 6, 22, 19, 19, 27, 25, -1, 25, 4, 21, 3, 10, 22, 11, 10, -1, 14, 2, 21, 17, 10, 24, 17, 21, 15, 19, 12, 6, 23, 8, 16, 20, 22, 21, 4, 10, 13, 4, 17
-1, 22, 12, 19, 17, 1, 26, 28, 12, 2, 26, 8, 25, 12, 22, 21, 4, 0, 20, 26, 0, 26, 28, 26, 13, 24, 20, 9, 24, 22, 22, 25, 26, 12, 0, 0, 23, 25, 19, 15, 22, 23, 2, 18, -1, 9, 26, 19, 7, 25
5, 7, 15, 9, 16, 4, 15, 23, 13, -1, 12, 24, 5, 15, 15, 5, 9, 24, 17, 24, 15, 27, 9, 7, 28, 20, 20, 6, 20, 18, 14, 7, 10, 5, 6, 21, 22, 12, 11, 18, 8, 8, 27, 12, 21, 7, 10, -1, 27, -1
0, 11, 11, 24, 10, 10, 8, 12, 19, 24, 0, 12, 0, 7, 21, 0, 9, 13, 21, 24, 11, 18, -1, 19, 16, 1, 8, 21, 5, 12, 17, 15, 10, 10, 8, 10, 28, 7, 14, 16, 6, 11, 17, 19, 7, 22, 10, 22, 20, 12
5, 19, 0, 0, 4, 12, 3, 1, 12, 5, 12, 27, 2, 16, 3, 14, 21, 11, 27, 11, 15, 7, 21, 19, 23, 3, 28, 20, 9, 14, 24, 11, 3, 19, 27, 10, 1, 18, 28, 27, 22, 7, 5, 17, 7, 25, 26, 16, 10, 16
22, 6, 17, 21, 12, 17, 10, 6, 27, 23, 25, 19, 26, 21, 27, -1, 21, 14, 15, 5, 25, 21, 24, 26, 19, 17, 19, 19, 23, 15, -1, 21, 15, 2, 19, 3, 3, 8, 15, 1, 3, 21, 4, 8, 6, 23, 15, 15, 7, -1
5, 21, 20, 1, 28, 18, 2, 13, 22, 20, 9, 23, 23, 16, 21, 19, 15, 12, 10, 25, 7, 15, 9, 0, 16, 28, 24, 13, 21, 24, 1, 15, 4, 27, 18, 9, 27, 14, 19, 0, 27, 0, 28, 19, 21, 19, 15, 8, 18, 0
21, 24, 25, 7, 5, 11, 24, 9, 14, 15, 6, 21, 10, 16, 1, 5, 20, 7, 14, 27, 8, 10, 23, 26, 9, 21, 20, 27, 22, 26, 2, 23, 16, 20, 1, 24, 0, 1, 14, 7, 25, 25, 4, 22, 24, 3, 2, 13, 10, 19
27, 0, 9, 3, 23, 6, 17, 11, 6, 14, 1, 23, 11, 7, 12, 22, 13, 24, 28, 25, 13, 15, 6, 10, 13, 20, 12, 27, 6, 23, 12, 11, 21, 15, 28, 1, -1, 28, 11, 28, 12, 1, 9, 12, 26, 2, 7, 21, 14, 1
19, 11, 5, 8, 18, 7, 17, 26, 15, 21, 16, 7, 17, 15, 25, 25, 25, 4, 17, 20, 27, 16, 6, 7, 21, 24, 25, 2, 7, 6, 0, 7, 26, 19, 18, 24, 26, 5, 9, 21, 22, 20, 22, 22, 20, 22, 28, 23, 12, 2
7, 12, 18, 3, 0, 24, 22, 11, 18, 3, 9, 5, 18, 18, 7, 11, 28, 24, 5, 14, 11, 28, 15, 14, 27, 11, 8, 5, 26, 17, -1, 19, 0, 27, 20, 25, 27, 21, 4, 27, 19, 4, 1, 25, 16, 23, 20, 5, 11, 24
28, 27, 27, 27, 0, 21, 5, 20, 10, 21, 2, 9, 12, 10, 6, 27, 7, 11, 12, 26, 6, 1, -1, 1, 8, 28, 0, 17, 14, 20, 0, 18, 21, 7, 21, 17, 28, 17, 10, -1, 28, 7, 7, 20, 11, 20, 6, 23, 19, 10
22, 7, 17, 10, 23, 15, 28, 9, 20, 19, 10, 10, 10, 14, 12, 13, 28, 25, 20, 21, 7, 8, 14, 12, 14, 20, 20, 24, 25, 25, 6, -1, 24, 20, 16, 16, 9, 16, 10, 4, 9, 26, 28, 20, 1, 24, 6, 15, 21, 25
11, 23, 3, 23, -1, 27, 4, 8, 28, 16, 2, 22, 23, 18, 24, 0, 26, 2, 26, 3, 12, 17, 13, 2, 3, 7, 15, 4, 6, 5, 8, 24, 5, 19, 8, -1, 0, 22, 1, 26, 5, 24, 13, 18, 11, 11, 14, 27, 14, 9
8, 22, 18, 12, -1, 12, 14, 10, 14, 10, 28, 14, 0, 26, 12, -1, 0, 16, 12, 22, 12, 24, 16, 27, 3, 22, 17, -1, 2, 22, 2, 13, 10, 20, 7, 17, 19, 17, 11, 1, 5, 24, 15, 16, 20, 5, 20, 22, -1, 28
3, 6, 16, 22, 20, 15, -1, 20, 7, 19, 9, 12, 2, 0, 12, 21, 1, 4, 23, 28, 4, 17, 20, 1, 8, 5, 11, 13, 11, 27, 22, 18, 1, 27, 5, 28, -1, 7, 2, 19, 6, 11, 23, 15, 3, 1, 26, 21, 3, 27
27, 15, 6, 7, 26, 8, 22, -1, 8, 28, 20, 19, 20, 19, 21, 11, 6, 25, 10, -1, 7, 24, 18, 14, 0, 3, 21, 24, 11, 26, -1, 28, 18, 21, 16, 26, 17, 17, -1, 22, 19, 2, 0, 4, 2, 16, 4, 5, 24, 11
8, 26, -1, 24, 9, 11, 27, 13, 8, 25, 13, 7, 4, 8, 19, 14, 7, 7, 1, 20, 19, 13, 18, 10, 18, 19, 20, 28, 26, -1, 28, 6, 6, 21, 25, 26, -1, 7, 20, 7, 20, 28, 27, 21, 18, 13, 6, 17, -1, 6
10, 8, 12, 5, 27, 15, 22, 28, 23, 16, 8, 10, 20, 17, 22, 22, 25, 14, 12, 28, 24, 5, 27, 16, 19, 15, 21, 23, 8, 19, 19, 4, 7, 14, 4, 15, 9, 16, 10, 15, 12, 15, 19, 0, -1, 7, 13, 17, 7, 1
4, 13, 12, 25, 13, 17, 17, 17, 26, 20, 12, 8, 14, 19, 13, 23, 3, 11, 17, 1, 4, 8, 14, 25, 9, 19, -1, 9, 11, 15, 8, 24, 16, 5, 25, 19, 10, 14, 7, 11, 1, 4, 25, 9, 16, 12, 15, 13, 17, 8
7, 25, 2, 21, 27, 13, 17, 16, 4, 17, 1, 13, 11, 2, 7, 7, 1, 2, 12, 26, 1, 6, 8, 6, 17, 16, 27, 7, 21, 16, 14, 14, 3, 2, 7, 4, 25, 6, 19, 16, 0, 9, 16, 9, 9, 27, 14, 22, 7, 15
1, 8, 27, 25, 16, 21, 2, 10, 1, 20, 27, 23, 22, 9, 20, 22, 22, 27, 16, 16, 27, 16, 20, 18, 28, 1, 2, 3, 15, 21, 22, 8, 10, 14, 19, 6, 9, 25, 17, 28, 19, 14, 9, 9, 17, 10, 8, 11, 0, 14
25, 1, 20, 26, 28, 0, 27, 7, 12, 12, 19, 24, 3, 8, 25, 16, 15, 9, 3, 12, 13, 18, 10, 3, 15, 10, 1, 11, 8, 1, 4, 11, -1, 18, 3, 22, 9, 14, 21, 28, 0, 11, 18, 15, 12, 17, 3, 0, 17, 8
0,0
49,49
end
