18, 22, 23, 1, 8, 21, 4, 19, 16, 23, 9, 20, 24, 3, -1, 12, 24, 7, 4, 27, 15, 0, 8, 9, 1, -1, 11, 28, 7, 13, 23, 9, 12, 5, 22, 4, 27, 3, 16, 16, 24, 26, 15, 18, 15, 28, 16, 21
0, 6, 23, 4, 25, 18, 1, 20, 3, 5, 28, 21, 9, 23, -1, 13, 2, -1, 9, 18, 15, 12, 1, 20, 27, 21, 9, 9, 17, 10, 8, 16, 23, 27, 5, -1, 1, 19, 4, 10, 4, 13, 13, 1, 18, 0, 13, 25
12, 16, 4, 20, 25, 27, 27, 8, 20, 12, 28, 21, 8, 21, 21, 5, 20, 10, 14, 0, 9, 22, 1, 25, 5, 27, 2, 3, 21, 10, 3, 24, 14, 2, 22, 23, 19, 27, 28, 27, 25, 13, 1, 0, 1, 1, 12, 8
3, 20, 20, 15, 27, 0, 16, 4, 17, 8, 10, 2, 2, 8, 5, 24, 21, 22, 10, 9, 21, 21, 16, 1, 7, 28, 5, 18, 24, 6, 10, 11, 8, 14, 1, 3, 16, 8, 12, 27, 15, 24, -1, 19, 0, 25, 23, 14
10, 3, 26, 25, 17, 1, 8, 3, 20, 20, 3, 20, 14, 13, 1, 6, 3, 15, 8, 9, 22, 14, 16, 11, 6, 28, 18, 14, 12, 2, 22, 1, 22, 10, 1, 26, 24, 14, -1, 17, 16, 6, 16, 12, 16, 24, 20, 26
-1, 3, 22, 17, 12, 23, 8, 23, 8, 18, 14, 10, 1, 5, 26, -1, 19, 18, 3, 26, 8, 12, 21, 24, 0, 7, 22, 28, 6, 18, 13, 10, 7, 11, 5, -1, 4, 5, -1, 19, 15, 25, 5, 9, 27, 23, 0, -1
9, 10, 10, 23, 18, 1, 20, 17, 17, 16, 12, 25, 3, 2, 12, 19, 20, 28, 1, 27, 28, 23, 17, -1, 14, 21, 17, 7, 14, 20, 22, 22, 2, 17, 1, 25, 21, 27, 18, -1, 22, 25, 27, 9, 14, 17, 16, 15
22, 3, 3, 14, 3, 4, -1, 21, 2, 20, 27, 11, 7, 12, 25, 17, 19, 22, 9, 0, 3, 1, 14, 4, 27, 24, 28, 6, 1, 2, 1, 19, 26, 26, 20, 5, 23, -1, 7, 27, 2, 19, 6, 23, 20, 17, 23, 1
26, 6, 27, 20, 15, 17, 12, 27, 7, 19, 13, 5, 13, 14, 12, 22, 25, 13, 1, 17, 13, 15, 1, 3, 26, 17, 22, 1, 16, 18, 12, 20, 28, 9, 21, 22, 15, 16, 28, 16, 17, 24, 6, 16, 11, 27, 17, 17
18, 21, 18, 8, 5, 28, 28, 21, 13, 12, 12, 0, 17, 14, 15, 17, 13, 17, 24, 23, 16, 6, 15, 18, 6, 0, 21, 3, 6, 24, 3, 11, 20, 10, 8, 5, 23, 9, 27, 13, 23, 26, 11, 17, 9, 11, -1, 15
6, 28, 15, 12, 24, -1, 10, 2, 15, -1, 15, 25, 14, 12, 28, 17, 28, -1, 15, 12, 15, 26, 25, 10, 13, 22, 19, 1, 17, 28, -1, 4, 1, 7, 2, 16, 13, -1, 18, 19, 8, 24, 21, 26, 5, 2, 5, 6
14, 21, 20, 23, 18, 7, 23, 18, 26, 9, 15, 8, 14, 19, 8, 5, 21, 16, 20, 7, 15, 26, 13, 23, 20, 5, 7, 20, 19, 18, 12, 19, 6, 6, 0, 22, 21, 2, 18, 0, 19, 22, 15, 4, -1, 13, 27, 6
23, 3, 10, 14, 12, 23, 7, 24, 11, 26, 9, 28, 4, 15, 1, 28, 20, 10, 3, 9, 19, 7, 20, 23, 22, 6, 13, 27, 21, 5, 20, 22, 2, 4, 2, 11, 7, 1, 0, 14, 21, 15, 5, 5, 28, 2, 13, 0
7, 8, 10, 23, 8, 11, 13, 27, 15, 16, 16, 1, 12, 8, 27, 19, 26, 3, 20, 11, 2, 15, 14, 18, 16, 2, 6, 6, 0, 14, 3, 27, 15, 1, 11, 13, 13, 13, 23, 4, 26, -1, 6, 15, 4, 5, 4, 14
24, 27, 2, 28, 5, 21, 7, 10, 18, 19, 24, 16, 22, 2, 19, 27, 21, 26, 0, 18, 28, 20, 23, 18, 10, 18, 13, 22, 24, -1, 12, 16, 9, 28, 15, 15, 15, 28, 24, 24, 2, 19, 3, 24, 10, 2, 13, 2
19, 14, 9, 26, 15, 27, 26, 28, 0, 25, 28, 9, 13, 2, 7, 6, 5, 17, 16, 5, 13, 22, 26, 8, 16, 27, 13, 20, 22, 9, 25, 17, 17, 28, 28, 14, 22, 27, 24, 0, 13, 26, 5, 15, 23, 14, 15, 23
7, 10, 18, 25, 21, 2, 4, 15, 11, 15, 27, 21, 11, 1, 14, 16, 17, 28, -1, 9, 11, 1, 6, 5, 18, 18, 5, -1, 11, 9, 6, 11, 11, 19, 21, 10, -1, 15, 20, 18, 26, 21, 22, 2, 15, 19, 16, 16
0, 26, 3, 8, 28, 4, 12, 9, 5, 18, 22, 18, 7, 17, 3, 8, 21, 15, 22, 14, 16, 14, 8, 24, 22, 8, 17, 15, 16, 2, 21, 7, 18, 22, 7, 2, 12, 24, 21, 15, 9, 20, 23, 27, 14, 17, 7, 20
12, 15, 13, 9, 11, 20, 11, 8, 0, 15, 17, 21, 14, 23, 21, 0, 1, 23, 18, 10, 22, 22, 0, 6, 24, 8, 28, 4, 17, 7, 19, 6, 28, 26, 18, 22, 1, 23, 17, 20, 24, 3, 1, 9, 2, 24, 22, 0
-1, 0, 11, 3, 27, 14, 12, 3, 16, 27, 6, 6, 28, 1, 22, 25, 9, 14, 5, 5, 22, 13, 23, 28, 22, 12, 13, 10, 18, 9, 4, 28, 19, 9, 10, 12, -1, 0, 9, 9, 8, 17, 27, 1, 9, 4, 27, 0
13, 0, 6, 27, 16, 14, 18, 8, 16, 5, 19, 19, 3, 20, 0, 16, 22, 18, 10, 28, 10, 20, -1, 23, 15, 8, 0, 14, 7, 20, 21, 14, 3, 25, 5, 10, 19, 14, 11, 23, 13, 8, -1, 16, 6, 3, 1, 5
13, 24, 14, 16, 28, 1, 17, 19, -1, 24, 2, 7, 8, 2, 1, 15, 28, -1, 4, 26, 5, 11, 14, 19, 17, 24, 24, 23, 14, 7, 14, 22, 7, 1, 8, 10, 21, 17, 14, 9, 0, 6, 1, 21, 0, 22, 14, 21
6, 25, 18, 9, 21, 27, 28, 18, 28, 28, 21, 5, 28, 22, 13, 10, 17, 13, 11, 15, 19, 20, 11, 23, 0, 15, 24, 6, 14, 7, 1, -1, 27, 4, 26, 11, -1, 17, 6, 9, 4, 6, 14, 12, 27, 14, 13, 6
21, 15, 17, 5, 3, 16, 19, 15, 17, 2, 5, 16, 28, 23, 14, 8, -1, 8, 15, 25, 17, 17, 9, 23, 25, -1, 19, 27, 23, 12, 5, 13, 4, 22, 11, 10, 12, 17, 13, 26, 25, 12, 4, 23, 1, 16, 4, 10
1, 7, 17, 10, 19, 15, 19, 21, 28, 19, 16, 7, 28, 11, 25, 15, 15, 27, 14, 14, -1, 15, 5, 6, 24, 9, 27, 22, 14, 20, 7, 18, 7, 22, 24, 17, 0, 24, 20, 26, 13, 26, 15, 16, 10, 27, 22, 4
17, 6, 10, 16, 26, 12, 8, 19, 28, 13, 10, 15, 19, 2, 12, 24, 4, 10, 23, 14, 10, 12, 28, 4, 9, 26, 14, 24, 25, 12, 24, 2, 20, 3, 0, 4, 10, 11, 28, 13, 24, 0, 4, 1, 16, 11, 8, 1
18, 26, 6, 19, 13, 9, 17, 6, 4, 21, 10, 15, 16, 14, 1, 7, 20, 21, 25, 19, 4, 8, 7, 28, 7, 13, 12, 15, 23, 24, 25, 4, 23, 13, 9, 19, 8, 13, 22, 12, 11, 0, 12, 16, 23, 28, 9, -1
3, 17, 0, 17, 14, 13, 15, 8, 21, 20, 20, 21, 6, 8, 5, 24, 19, 23, 2, 9, 5, 11, 7, 3, 2, 7, 25, 26, 28, 18, 20, 18, 2, 5, -1, 9, 14, -1, 24, 18, 11, 15, 24, 26, 26, 9, 2, 10
19, 28, -1, 12, 9, 12, 15, 5, 4, 2, 28, 3, 15, 28, 21, 15, 5, 13, 20, 12, 21, 27, 23, 28, 6, 1, 15, 4, 23, 14, 3, 2, 10, 19, 15, 27, 15, 26, 26, 0, 13, 7, 0, 1, 4, -1, 14, 21
9, 9, 12, 2, 10, 18, 5, 8, 22, 13, 0, 4, 21, 3, 14, 15, 22, 22, 2, 26, 4, 23, 1, 15, 9, 24, 0, 8, 9, 24, 22, 19, 20, 0, 13, 6, 13, 6, 18, 15, 6, 10, 26, 15, -1, 4, 27, 15
12, 12, 5, 23, 8, 2, 1, 15, 3, 13, 6, 27, 11, 0, 15, 8, 25, 20, 8, 21, 15, 4, 19, 11, 15, 1, 13, 16, 0, 20, 25, 11, 15, -1, 11, 26, 2, 22, 17, 4, 0, 16, 26, 21, 11, 24, 25, 7
18, 20, 13, 27, 22, 23, 23, -1, 10, 5, 18, 19, 11, 9, 26, 21, 16, 21, 22, 2, 14, 16, 19, 25, 0, -1, 27, 3, 12, 5, 11, 9, 6, 23, 8, 19, -1, 0, 7, 3, 5, 2, -1, 28, -1, 4, 0, 24
12, 18, 24, 24, 16, 23, 10, 20, 0, 9, 28, 26, 3, 9, 21, 7, 28, 26, 2, 17, 19, 28, 7, 21, 5, 17, 0, 4, 28, 0, 9, 21, 26, 7, 17, 24, 17, 22, 10, 26, 15, 24, 7, 15, 24, -1, 9, 15
18, 26, 26, 1, 20, 10, 21, 8, 23, 23, 10, 6, 21, 19, 23, 22, -1, 12, 25, 14, 22, 25, 27, 14, 27, 28, 26, 9, 4, 17, 22, 2, 16, 15, 19, 7, 15, 15, 20, 25, 11, 21, 18, 20, 28, 18, 3, 9
0,0
47,47
end
