3, 14, 26, 22, 12, 2, 17, 16, 22, 10, 14, 24, 4, 21, 4, 20, -1, 9, 17, 14, 20, 8, 13, 9, 4, 17, 6, 20, 15, -1, 23, 5, 21, 16, 22, -1, 23, 11, 13, 11, 23, 0, 12, -1, 5
5, 12, 15, 25, 25, 10, 23, 17, 19, 26, 3, 23, 3, 0, 25, 24, 27, 1, 21, 7, 19, 5, 22, 22, 14, 23, 19, 23, 14, 4, 2, 26, 16, 8, 1, 19, 22, 21, 8, 18, 11, 2, 4, 27, 14
18, 16, 7, 0, 11, 24, 13, -1, 14, 17, 26, 2, 24, 12, 18, 19, 10, 13, 1, 28, 5, 8, 23, 20, 19, 17, 17, 28, 20, 25, 8, 12, 2, -1, 13, 23, 2, 1, 23, 8, 5, -1, 7, 27, 1
0, 7, 15, 2, 7, 16, 12, 26, 27, -1, 19, 11, 14, 19, 12, 21, 22, 26, 3, -1, 20, 11, 9, 1, 7, 22, 4, 8, 24, 11, 26, 18, 18, 14, 10, 11, 15, 3, 1, 17, 23, 19, 8, -1, -1
28, 5, 25, 8, 26, 23, 23, 21, 4, 8, 0, 22, 15, 5, 24, 7, 0, 24, 4, 4, 21, 18, 25, 22, 8, 23, 4, 12, 18, 0, 6, 26, 27, 27, 14, 12, 23, 0, 9, 7, 8, 8, 4, 21, 13
18, 24, 24, 22, 20, 21, 6, 14, 17, 28, 20, 10, 17, 7, 25, 15, 15, 27, 27, 10, 19, 6, 0, 14, 4, 24, 8, 8, 23, 12, 20, 2, 2, 1, 4, 19, 4, 2, 2, 8, 8, 1, 28, 5, 20
-1, 10, 27, 5, 7, 6, 26, 21, 4, 10, 26, 20, 16, 19, 0, 4, 27, 1, 26, 9, 10, 28, 17, 24, 7, 5, 23, 5, 2, 9, 21, 0, 14, 18, 3, 0, 5, 13, 0, 24, 8, 6, 8, 9, 1
-1, 9, 6, 13, 6, 25, 23, 7, 6, 25, 21, 20, 22, 18, 10, 28, 16, 28, 4, 21, 9, 28, 26, 6, 16, 3, 23, 20, 3, 14, 7, 19, 8, 0, 16, 2, 9, 4, 16, 8, 7, 16, 28, 11, 13
22, 0, 27, 8, 20, 19, 16, 21, 27, 18, 19, 3, 0, 19, 20, 27, 13, 20, 21, 14, 22, 19, 28, 19, 25, 9, 20, 20, 7, 5, 7, 11, -1, 6, 20, 28, 11, 0, 3, 13, 18, 3, 11, 11, 6
19, 13, 0, 23, 26, 17, 14, 22, 24, 23, 9, 22, 10, 27, 9, 24, 13, 24, 28, 13, 9, 12, 17, 19, 25, 0, 27, 10, 16, 22, 25, 2, 12, 21, 0, 12, 17, 3, 28, -1, 10, 19, -1, 26, 27
11, 23, 26, 21, 17, 15, 9, 19, 16, 6, 27, 25, 13, 8, 14, 12, 18, 15, 15, 28, 28, 16, 0, 4, 25, 25, 6, 12, 6, 10, 24, 4, 10, 10, 4, 17, 12, 12, 3, 20, 2, 4, 15, 24, 3
11, 24, 13, 20, 21, 18, 19, 22, 26, 23, 9, 3, 0, 5, 18, 28, 11, 24, 11, 14, 22, 3, 24, -1, 4, 22, 24, 20, 19, 9, 28, 3, 1, 18, -1, 14, 12, 21, -1, 1, 6, 0, 14, 9, 10
7, 22, 24, 12, 4, 9, 5, 16, 24, 12, 5, 8, 8, 17, 4, -1, 23, 17, 5, 21, -1, 11, -1, 25, 24, 24, 19, 22, 15, 8, 12, 9, 18, 17, 28, 15, -1, 21, 15, 21, 6, 22, 16, 14, 4
3, 12, -1, 27, 15, 3, 19, 27, 13, 18, 17, -1, 14, 21, 20, 1, 27, 8, 6, 21, 4, 2, 5, 21, 16, 13, 9, 19, 24, 18, 16, 17, 24, 27, -1, 5, 5, 3, 12, 1, 9, 6, 9, 2, 17
19, -1, 5, 15, 5, 3, 21, -1, 11, 2, 22, 1, 7, -1, 8, 10, 27, 26, 26, 15, 19, 28, 11, 22, 3, 26, 13, 12, 19, 4, 3, 24, 5, 6, 5, 22, 23, 19, 17, 2, 13, 15, 13, 12, 24
5, 2, 3, 4, 7, 9, 15, 12, 9, 26, 26, 10, 26, 8, 16, 2, 22, 21, 9, 15, 9, 27, 16, 13, 0, 15, 6, 1, 24, 18, 9, 26, 13, 24, 8, 13, 20, 8, 7, 10, 16, 21, 8, 2, 8
27, 4, 0, 11, 25, 19, 25, 9, 0, 12, 1, 11, 23, 13, 18, 17, 13, 6, 27, 25, 19, 25, 6, 3, 2, 20, 22, 3, 19, 7, 6, 17, 17, 18, 14, 11, 12, 17, 9, 24, 3, 9, 12, 9, 3
18, 12, 14, 22, 24, 11, 22, 18, 11, 8, 23, 9, 28, 2, 2, 19, -1, 11, 7, 2, 25, 19, 24, 0, 17, 14, 14, 15, 21, 2, 13, 1, 9, 28, 5, 25, 18, 19, 10, 0, 8, 22, 23, 21, 1
13, 4, 28, 21, 11, 4, 12, 19, 4, 10, 11, 25, 8, 4, 5, 4, 19, 18, 0, 2, 24, 25, 4, 25, 7, 9, 7, 12, 7, 26, 20, 24, 16, 4, 19, 14, 25, 15, 21, 14, 9, 10, 4, 17, 28
26, 9, 21, 28, 25, 1, 25, 25, 3, 0, -1, 21, 23, 15, 24, 8, -1, 28, 4, 4, 14, 1, 21, 23, 9, 7, 20, 11, 26, 1, 6, 6, 13, 27, 14, 26, 5, 0, 16, 22, 26, 2, 6, 12, 12
2, 24, 10, 28, 7, 7, 5, 19, 9, 9, 16, 22, 15, 12, 13, 23, 18, 23, 22, 12, 19, 5, 6, 14, 27, 8, 17, 17, 21, 19, 25, 7, 13, 28, 7, 6, 9, 21, 27, 3, 10, 14, 20, 3, 22
-1, 18, 26, 16, 16, 8, 4, 20, -1, 6, 6, 28, 7, 11, 12, 26, 2, 9, 6, 13, 3, 3, 16, 18, 16, 20, 21, 5, 3, 8, 28, 8, 11, 14, 17, 5, 26, 4, 20, 22, 19, 11, 19, 28, 23
1, 19, 28, 20, 3, 3, 14, 21, 20, 28, 26, 9, 20, 28, 9, 6, 23, 2, 11, 10, 20, -1, 9, 1, 20, 4, 7, -1, 6, 23, 2, 13, 21, -1, 15, 10, 17, 0, 20, 10, 12, 15, 27, 19, 26
19, 15, 26, 5, 3, 2, 10, 15, 5, 18, 9, 3, 27, 26, 8, 23, 25, 23, 1, 4, 13, 6, 16, 18, 9, 18, 7, 11, 12, 8, 27, 9, 3, 24, 1, 9, 23, 14, 10, 26, 15, 28, 22, -1, 5
21, 20, 17, 0, 0, 1, 11, 8, 27, 15, 26, -1, 16, 14, 21, 1, 20, 6, 28, 7, 24, 19, 1, 2, 7, 21, 28, 0, 0, 18, 12, 9, 27, 7, 4, 28, 13, 20, -1, 1, 15, 4, -1, 26, 24
28, 28, 18, 10, 5, 0, 14, 12, 21, 23, 25, 16, 11, 27, 18, 14, 12, 28, 8, 1, 2, 0, 16, 7, 11, 7, 27, 20, 19, 6, 20, 10, 14, 15, 10, 17, 26, 8, 14, 13, 12, 20, 27, 27, 1
20, 5, 14, 2, 22, 0, 1, 16, 7, 7, 5, 18, 24, 25, 4, 16, 12, 18, 19, 23, 27, 1, 23, 28, 23, 11, 15, 27, 18, 11, 5, 19, 1, 17, 25, 4, 25, 19, 4, 20, 21, 11, 28, 17, 24
0, 7, 23, 0, 16, 21, 25, 2, 13, 22, 23, 13, 8, 12, 25, 23, 17, 26, 6, 2, 0, 24, 0, 1, 8, 5, 11, 15, 8, 13, 8, 13, 10, -1, 17, 6, 21, 23, 22, -1, 22, 21, 0, 14, -1
25, 21, 26, 1, 15, 26, 3, 19, 8, 7, 24, 23, 19, 10, 1, 14, -1, 19, 4, -1, 20, 14, 7, 21, 10, 14, 14, 20, 9, 13, 10, 1, 2, 1, 7, 15, 19, 6, 17, 27, 26, 15, 27, 8, 27
19, 12, 18, 5, 9, 21, 26, 10, 26, 2, 3, 26, 14, 4, 24, 18, 6, 4, 2, 1, 4, 2, 5, 5, 23, 28, 10, 1, 22, 3, 19, 22, 3, 8, 23, 21, 24, 7, 24, 27, 15, 23, 4, 6, 28
10, 22, 9, 3, 25, 3, 17, 8, 3, 10, 3, 5, 25, 21, 28, 21, -1, 20, 26, 7, 15, 5, 13, 7, 22, 28, 0, 2, 3, 7, 9, 11, 4, 3, 6, 4, 28, 22, 28, 12, 18, 5, 2, 21, 24
26, 14, 26, 23, -1, 13, 19, 0, 24, 19, 18, 20, 0, 23, 10, 7, 10, 6, 19, 2, 15, 7, 23, 3, 19, 9, 8, 3, 11, 11, 20, 27, 27, 2, 24, 23, 0, 27, 1, 10, 6, 14, 6, 0, 12
2, 1, 11, 6, 1, 23, 14, 10, -1, 17, 20, 18, 26, 10, 22, 0, 22, 10, 14, 12, 1, 17, -1, 0, 0, 21, 14, 0, 0, 5, 19, 25, 20, 12, 9, 16, 28, 17, 3, 12, 14, 28, 15, 15, 13
0,0
44,44
end
